date,open,high,low,close,volume
2007-12-31 00:00:00+05:30,61.7,77.9,56.7,75.0,55901268
2008-01-01 00:00:00+05:30,79.2,85.8,73.6,79.6,24040600
2008-01-02 00:00:00+05:30,79.8,81.2,74.4,75.0,6772440
2008-01-03 00:00:00+05:30,77.5,77.5,67.8,68.8,3564994
2008-01-04 00:00:00+05:30,71.2,74.2,68.8,70.1,3420550
2008-01-07 00:00:00+05:30,69.3,72.5,67.7,70.2,1990246
2008-01-08 00:00:00+05:30,71.0,71.6,66.5,67.2,1389010
2008-01-09 00:00:00+05:30,66.6,67.7,63.4,65.7,1334278
2008-01-10 00:00:00+05:30,68.0,68.1,59.2,60.6,589846
2008-01-11 00:00:00+05:30,61.8,62.1,56.8,58.9,752662
2008-01-14 00:00:00+05:30,59.5,60.5,58.3,59.0,443980
2008-01-15 00:00:00+05:30,59.5,60.7,56.8,57.8,358246
2008-01-16 00:00:00+05:30,58.7,60.0,52.5,54.4,267580
2008-01-17 00:00:00+05:30,54.8,65.3,53.7,64.4,2346142
2008-01-18 00:00:00+05:30,65.0,74.0,62.7,63.8,9323292
2008-01-21 00:00:00+05:30,63.3,64.8,51.7,53.0,1373326
2008-01-22 00:00:00+05:30,50.6,55.5,42.5,54.2,415312
2008-01-23 00:00:00+05:30,56.0,61.7,50.0,58.6,421822
2008-01-24 00:00:00+05:30,59.2,61.5,52.7,56.9,422236
2008-01-25 00:00:00+05:30,59.0,60.7,53.8,57.0,180400
2008-01-28 00:00:00+05:30,55.0,61.3,54.2,58.7,345682
2008-01-29 00:00:00+05:30,58.5,60.3,55.0,56.1,221626
2008-01-30 00:00:00+05:30,55.0,56.7,54.5,55.7,326380
2008-01-31 00:00:00+05:30,56.3,58.1,53.7,56.4,240544
2008-02-01 00:00:00+05:30,55.0,57.5,53.0,53.8,100312
2008-02-04 00:00:00+05:30,55.3,59.8,55.2,58.5,458566
2008-02-05 00:00:00+05:30,57.5,59.3,57.0,57.3,141142
2008-02-06 00:00:00+05:30,56.0,57.5,52.8,56.8,146734
2008-02-07 00:00:00+05:30,56.7,59.5,56.4,57.1,193534
2008-02-08 00:00:00+05:30,57.0,57.5,56.2,56.7,106540
2008-02-11 00:00:00+05:30,55.2,56.5,49.2,52.4,162430
2008-02-12 00:00:00+05:30,56.3,56.3,50.2,51.3,94234
2008-02-13 00:00:00+05:30,52.0,53.6,51.2,51.4,107314
2008-02-14 00:00:00+05:30,53.3,53.3,51.7,52.2,65548
2008-02-15 00:00:00+05:30,52.2,54.1,50.0,52.9,77056
2008-02-18 00:00:00+05:30,54.0,59.8,52.4,57.0,275800
2008-02-19 00:00:00+05:30,57.0,57.0,55.0,55.7,114322
2008-02-20 00:00:00+05:30,51.7,55.0,51.7,53.0,40552
2008-02-21 00:00:00+05:30,54.2,54.5,53.3,54.2,83116
2008-02-22 00:00:00+05:30,52.0,53.8,51.8,53.4,35374
2008-02-25 00:00:00+05:30,53.7,53.8,52.0,53.0,37120
2008-02-26 00:00:00+05:30,52.7,54.5,52.7,54.0,85600
2008-02-27 00:00:00+05:30,54.3,55.8,53.1,53.5,41026
