date,open,high,low,close,volume
2003-01-01 00:00:00+05:30,25.85,26.3,25.8,26.2,21106540
2003-01-02 00:00:00+05:30,26.3,26.4,25.8,25.95,20714700
2003-01-03 00:00:00+05:30,26.35,26.4,25.75,25.9,16754416
2003-01-06 00:00:00+05:30,26.0,26.4,25.85,26.3,20642780
2003-01-07 00:00:00+05:30,26.5,26.6,25.9,26.1,20100980
2003-01-08 00:00:00+05:30,26.65,26.65,25.75,26.0,22355060
2003-01-09 00:00:00+05:30,25.9,26.2,25.8,26.0,19946136
2003-01-10 00:00:00+05:30,26.25,26.25,23.7,24.15,35311392
2003-01-13 00:00:00+05:30,24.15,24.6,23.6,24.25,22861100
2003-01-14 00:00:00+05:30,24.35,25.15,24.2,24.95,22399500
2003-01-15 00:00:00+05:30,25.1,25.45,24.75,25.0,25931424
2003-01-16 00:00:00+05:30,24.9,25.45,24.55,24.85,30395028
2003-01-17 00:00:00+05:30,24.05,24.45,23.55,24.2,51950568
2003-01-20 00:00:00+05:30,24.0,24.2,23.35,23.6,22987980
2003-01-21 00:00:00+05:30,23.6,23.8,23.25,23.4,15207652
2003-01-22 00:00:00+05:30,23.6,24.1,23.3,23.95,23420740
2003-01-23 00:00:00+05:30,23.7,23.7,23.05,23.2,16226816
2003-01-24 00:00:00+05:30,23.3,23.4,22.4,22.55,17208536
2003-01-27 00:00:00+05:30,22.25,22.25,21.4,21.6,20961060
2003-01-28 00:00:00+05:30,21.8,22.45,21.55,22.3,18940456
2003-01-29 00:00:00+05:30,22.6,22.65,21.8,22.2,17725296
2003-01-30 00:00:00+05:30,24.65,24.65,21.95,22.25,22909220
2003-01-31 00:00:00+05:30,22.1,22.35,21.8,22.2,15463972
2003-02-03 00:00:00+05:30,21.25,23.05,21.25,22.95,16526576
2003-02-04 00:00:00+05:30,23.15,23.3,22.45,22.85,16358856
2003-02-05 00:00:00+05:30,22.65,22.7,22.25,22.6,12803732
2003-02-06 00:00:00+05:30,22.5,23.35,22.4,23.15,12584172
2003-02-07 00:00:00+05:30,23.15,23.25,22.7,22.85,15683852
2003-02-10 00:00:00+05:30,22.75,22.8,22.35,22.5,11458128
2003-02-11 00:00:00+05:30,22.45,22.85,22.0,22.2,23680900
2003-02-12 00:00:00+05:30,22.25,22.5,22.1,22.25,17219776
2003-02-14 00:00:00+05:30,22.25,22.3,21.85,22.0,14196332
2003-02-17 00:00:00+05:30,22.55,23.05,22.4,22.85,9719888
2003-02-18 00:00:00+05:30,22.9,23.05,22.5,22.65,8328248
2003-02-19 00:00:00+05:30,22.75,22.95,22.5,22.7,8780408
2003-02-20 00:00:00+05:30,22.65,22.95,22.4,22.85,8878928
2003-02-21 00:00:00+05:30,22.65,22.95,22.55,22.7,7461444
2003-02-24 00:00:00+05:30,22.8,22.9,22.55,22.65,4643964
2003-02-25 00:00:00+05:30,22.45,22.45,22.2,22.25,6454284
2003-02-26 00:00:00+05:30,22.4,22.55,22.05,22.15,7391324
2003-02-27 00:00:00+05:30,22.1,22.35,22.0,22.1,11011688
2003-02-28 00:00:00+05:30,22.35,23.35,22.25,23.25,16578856
2003-03-03 00:00:00+05:30,23.7,23.7,22.85,22.95,12345732
2003-03-04 00:00:00+05:30,22.75,22.75,22.25,22.25,13763892
2003-03-05 00:00:00+05:30,22.15,22.55,21.95,22.45,13540092
2003-03-06 00:00:00+05:30,22.45,22.5,21.05,22.1,10643568
2003-03-07 00:00:00+05:30,21.9,21.95,21.4,21.55,12090732
2003-03-10 00:00:00+05:30,21.65,21.75,21.3,21.5,12642612
2003-03-11 00:00:00+05:30,21.2,21.55,21.0,21.3,15877812
2003-03-12 00:00:00+05:30,21.35,21.55,20.8,20.9,12306972
2003-03-13 00:00:00+05:30,20.85,21.2,20.65,20.95,13699412
2003-03-17 00:00:00+05:30,20.95,21.0,20.45,20.85,12169972
2003-03-19 00:00:00+05:30,20.9,21.3,20.9,21.1,11459688
2003-03-20 00:00:00+05:30,21.0,21.65,21.0,21.4,13708092
2003-03-21 00:00:00+05:30,21.65,22.1,21.5,21.75,23027300
2003-03-24 00:00:00+05:30,22.4,22.4,21.65,21.8,16967816
2003-03-25 00:00:00+05:30,21.4,21.6,21.15,21.4,11724448
2003-03-26 00:00:00+05:30,21.7,21.7,21.3,21.4,7359564
2003-03-27 00:00:00+05:30,21.3,21.45,20.85,20.95,9858728
2003-03-28 00:00:00+05:30,20.9,21.0,20.45,20.55,9455768
2003-03-31 00:00:00+05:30,20.3,20.3,19.1,19.5,9628968
2003-04-01 00:00:00+05:30,19.15,20.05,19.05,19.45,13496612
2003-04-02 00:00:00+05:30,19.8,20.35,19.6,20.2,10302488
2003-04-03 00:00:00+05:30,20.55,20.65,19.85,20.15,13842532
2003-04-04 00:00:00+05:30,20.15,20.5,19.75,20.4,17472456
2003-04-07 00:00:00+05:30,20.4,20.65,20.15,20.4,15071532
2003-04-08 00:00:00+05:30,20.35,20.35,19.7,19.8,12809572
2003-04-09 00:00:00+05:30,19.65,19.65,19.3,19.45,9216128
2003-04-10 00:00:00+05:30,19.0,19.1,14.55,15.95,47729604
2003-04-11 00:00:00+05:30,15.8,15.8,14.2,14.75,48668208
2003-04-15 00:00:00+05:30,14.6,17.35,14.6,15.5,35008712
2003-04-16 00:00:00+05:30,15.65,15.75,14.25,15.1,72774032
2003-04-17 00:00:00+05:30,13.9,14.1,13.15,13.9,84376724
2003-04-21 00:00:00+05:30,14.4,14.7,14.25,14.4,32397192
2003-04-22 00:00:00+05:30,14.35,14.4,13.9,14.25,30754188
2003-04-23 00:00:00+05:30,14.45,14.75,14.3,14.45,27838704
2003-04-24 00:00:00+05:30,14.45,15.0,14.35,14.45,33258032
2003-04-25 00:00:00+05:30,14.55,14.6,13.9,14.0,45587084
2003-04-28 00:00:00+05:30,14.05,14.45,13.8,13.95,22321300
2003-04-29 00:00:00+05:30,14.15,14.2,13.55,13.7,27693984
2003-04-30 00:00:00+05:30,13.7,13.95,13.55,13.65,25959424
2003-05-02 00:00:00+05:30,13.75,13.95,13.6,13.7,30723868
2003-05-05 00:00:00+05:30,14.0,14.15,13.65,13.95,42288160
2003-05-06 00:00:00+05:30,14.05,14.7,13.95,14.45,84667924
2003-05-07 00:00:00+05:30,14.55,14.85,14.5,14.5,43738560
2003-05-08 00:00:00+05:30,14.5,14.6,14.25,14.25,25576544
2003-05-09 00:00:00+05:30,14.15,14.3,13.9,14.05,24368224
2003-05-12 00:00:00+05:30,14.15,14.35,13.75,13.85,17333216
2003-05-13 00:00:00+05:30,13.9,14.35,13.8,14.25,31835388
2003-05-14 00:00:00+05:30,14.15,14.4,14.15,14.25,16208216
2003-05-15 00:00:00+05:30,14.2,14.4,14.05,14.3,15338332
2003-05-16 00:00:00+05:30,14.5,15.0,14.3,14.85,31892588
2003-05-19 00:00:00+05:30,14.85,14.95,14.15,14.25,25514544
2003-05-20 00:00:00+05:30,14.1,14.4,14.0,14.3,27873224
2003-05-21 00:00:00+05:30,14.4,14.45,13.5,13.55,39880276
2003-05-22 00:00:00+05:30,13.6,13.65,12.9,13.05,38356596
2003-05-23 00:00:00+05:30,13.2,13.35,12.75,13.0,37094316
2003-05-26 00:00:00+05:30,13.05,13.1,12.6,12.8,27867784
2003-05-27 00:00:00+05:30,12.85,13.2,12.6,12.75,28692068
2003-05-28 00:00:00+05:30,13.0,13.35,12.85,13.25,25760504
2003-05-29 00:00:00+05:30,13.35,13.4,12.95,13.05,28727228
2003-05-30 00:00:00+05:30,13.2,13.2,12.7,12.7,20451540
2003-06-02 00:00:00+05:30,12.9,13.1,12.85,12.95,24045384
2003-06-03 00:00:00+05:30,13.05,13.3,13.05,13.05,36788116
2003-06-04 00:00:00+05:30,13.15,13.35,13.1,13.2,18502216
2003-06-05 00:00:00+05:30,13.4,13.85,13.3,13.6,42101960
2003-06-06 00:00:00+05:30,13.75,13.8,13.45,13.75,23171060
2003-06-09 00:00:00+05:30,12.95,13.6,12.95,13.45,22264980
2003-06-10 00:00:00+05:30,13.05,13.35,13.0,13.1,21902220
2003-06-11 00:00:00+05:30,13.2,13.35,13.05,13.15,15789132
2003-06-12 00:00:00+05:30,13.3,13.35,13.15,13.25,12128732
2003-06-13 00:00:00+05:30,13.45,13.6,13.4,13.45,20586140
2003-06-16 00:00:00+05:30,13.4,13.55,13.2,13.5,21163380
2003-06-17 00:00:00+05:30,13.8,14.3,13.75,14.15,44983844
2003-06-18 00:00:00+05:30,14.45,14.8,14.45,14.6,36022916
2003-06-19 00:00:00+05:30,14.6,14.6,14.25,14.35,15490372
2003-06-20 00:00:00+05:30,14.3,14.75,14.05,14.65,26962384
2003-06-23 00:00:00+05:30,14.7,14.75,14.35,14.45,14725492
2003-06-24 00:00:00+05:30,14.2,14.4,13.95,14.05,27317984
2003-06-25 00:00:00+05:30,14.2,14.35,14.05,14.25,16636456
2003-06-26 00:00:00+05:30,14.25,14.5,14.25,14.45,20268500
2003-06-27 00:00:00+05:30,14.75,14.9,14.6,14.75,19679176
2003-06-30 00:00:00+05:30,14.85,15.15,14.7,14.95,19904496
2003-07-01 00:00:00+05:30,15.1,15.15,14.7,14.75,18490736
2003-07-02 00:00:00+05:30,15.0,15.05,14.3,14.45,15242572
2003-07-03 00:00:00+05:30,14.65,14.75,13.75,14.35,27722504
2003-07-04 00:00:00+05:30,14.3,14.35,14.05,14.25,11045888
2003-07-07 00:00:00+05:30,14.3,14.55,14.1,14.5,11438728
2003-07-08 00:00:00+05:30,14.65,14.9,14.6,14.8,17520216
2003-07-09 00:00:00+05:30,14.4,14.95,14.2,14.5,14028332
2003-07-10 00:00:00+05:30,15.0,16.1,15.0,15.9,44030044
2003-07-11 00:00:00+05:30,15.95,15.95,14.95,15.05,35995432
2003-07-14 00:00:00+05:30,15.65,15.7,15.2,15.3,18296896
2003-07-15 00:00:00+05:30,15.1,15.25,14.6,14.9,21499140
2003-07-16 00:00:00+05:30,15.1,15.5,14.8,15.4,22193740
2003-07-17 00:00:00+05:30,15.3,15.4,14.6,14.75,23978420
2003-07-18 00:00:00+05:30,13.3,14.7,13.3,14.5,59356776
2003-07-21 00:00:00+05:30,14.5,14.5,13.85,13.95,18797016
2003-07-22 00:00:00+05:30,13.55,14.3,13.55,14.2,23270940
2003-07-23 00:00:00+05:30,14.4,14.8,14.25,14.6,28910308
2003-07-24 00:00:00+05:30,14.6,14.65,14.4,14.5,27230904
2003-07-25 00:00:00+05:30,14.5,14.75,14.45,14.65,18602216
2003-07-28 00:00:00+05:30,14.75,15.3,14.65,15.1,30695468
2003-07-29 00:00:00+05:30,15.15,15.2,14.85,15.0,19237776
2003-07-30 00:00:00+05:30,15.1,15.2,14.75,14.85,14983732
2003-07-31 00:00:00+05:30,14.75,15.3,14.65,14.95,32110232
2003-08-01 00:00:00+05:30,15.1,15.8,15.0,15.6,30069188
2003-08-04 00:00:00+05:30,15.5,15.9,14.9,15.65,23380460
2003-08-05 00:00:00+05:30,15.7,15.8,15.05,15.15,20960500
2003-08-06 00:00:00+05:30,14.95,15.1,14.5,14.5,17544696
2003-08-07 00:00:00+05:30,14.5,14.8,14.45,14.75,18789976
2003-08-08 00:00:00+05:30,14.9,15.2,14.75,15.15,16439416
2003-08-11 00:00:00+05:30,15.0,15.1,14.85,14.9,9211928
2003-08-12 00:00:00+05:30,14.9,15.0,14.5,14.6,12095692
2003-08-13 00:00:00+05:30,14.75,14.8,14.55,14.6,10528168
2003-08-14 00:00:00+05:30,14.7,14.7,14.4,14.45,7513844
2003-08-18 00:00:00+05:30,14.6,14.65,14.25,14.4,13118732
2003-08-19 00:00:00+05:30,14.6,14.85,14.5,14.6,13594812
2003-08-20 00:00:00+05:30,14.75,15.1,14.75,15.0,20787460
2003-08-21 00:00:00+05:30,15.15,15.75,15.15,15.5,13304972
2003-08-22 00:00:00+05:30,15.95,17.4,15.25,15.4,17848096
2003-08-25 00:00:00+05:30,15.65,15.75,14.7,15.0,25609544
2003-08-26 00:00:00+05:30,15.0,15.55,15.0,15.45,18464096
2003-08-27 00:00:00+05:30,15.65,16.45,15.65,16.1,40916880
2003-08-28 00:00:00+05:30,16.4,17.0,16.25,16.9,29520108
2003-08-29 00:00:00+05:30,17.35,17.9,16.55,16.85,34274912
2003-09-01 00:00:00+05:30,17.05,17.75,16.8,17.5,20010540
2003-09-02 00:00:00+05:30,17.55,18.0,17.4,17.95,27967904
2003-09-03 00:00:00+05:30,18.35,18.5,17.35,17.55,35972752
2003-09-04 00:00:00+05:30,17.7,18.9,17.7,18.7,44209724
2003-09-05 00:00:00+05:30,18.95,19.8,18.55,19.7,45296604
2003-09-08 00:00:00+05:30,19.95,20.3,19.65,20.05,29444588
2003-09-09 00:00:00+05:30,20.3,21.0,19.95,20.35,50041968
2003-09-10 00:00:00+05:30,20.9,20.9,19.45,20.0,36320236
2003-09-11 00:00:00+05:30,19.7,19.8,19.15,19.3,37374196
2003-09-12 00:00:00+05:30,19.6,19.8,18.6,18.75,43429440
2003-09-15 00:00:00+05:30,18.9,18.9,17.4,17.5,33413072
2003-09-16 00:00:00+05:30,17.3,19.0,17.2,18.85,38429556
2003-09-17 00:00:00+05:30,19.65,19.8,18.5,18.8,41630680
2003-09-18 00:00:00+05:30,18.9,18.9,17.75,17.9,33122592
2003-09-19 00:00:00+05:30,18.15,18.4,17.3,18.2,39324156
2003-09-22 00:00:00+05:30,18.4,18.5,17.8,17.85,25489584
2003-09-23 00:00:00+05:30,17.65,18.15,17.45,18.05,24312744
2003-09-24 00:00:00+05:30,18.35,18.95,18.05,18.9,27220344
2003-09-25 00:00:00+05:30,18.4,18.9,18.4,18.6,27124224
2003-09-26 00:00:00+05:30,18.7,19.75,18.4,19.7,46918244
2003-09-29 00:00:00+05:30,19.5,20.1,19.45,19.65,34415792
2003-09-30 00:00:00+05:30,19.95,20.0,19.6,19.85,24272184
2003-10-01 00:00:00+05:30,19.7,20.2,19.4,19.7,28959548
2003-10-03 00:00:00+05:30,20.0,20.1,19.0,19.2,37646996
2003-10-06 00:00:00+05:30,19.5,19.85,19.4,19.55,23343940
2003-10-07 00:00:00+05:30,19.65,20.1,19.3,19.45,29525628
2003-10-08 00:00:00+05:30,19.6,19.6,18.6,19.1,30119908
2003-10-09 00:00:00+05:30,19.25,19.9,19.15,19.65,28399948
2003-10-10 00:00:00+05:30,20.7,21.45,19.85,21.25,51071008
2003-10-13 00:00:00+05:30,21.65,22.25,21.5,21.65,27857224
2003-10-14 00:00:00+05:30,22.15,23.3,20.85,21.05,31886148
2003-10-15 00:00:00+05:30,21.2,21.55,20.45,21.05,34278872
2003-10-16 00:00:00+05:30,21.45,22.05,21.2,21.8,32484512
2003-10-17 00:00:00+05:30,23.95,23.95,21.9,22.4,39904956
2003-10-20 00:00:00+05:30,22.5,22.5,21.5,21.65,28176588
2003-10-21 00:00:00+05:30,21.8,21.8,20.65,20.85,25752864
2003-10-22 00:00:00+05:30,20.85,21.05,19.8,20.05,32544592
2003-10-23 00:00:00+05:30,20.0,20.15,19.35,19.45,25880664
2003-10-24 00:00:00+05:30,19.45,20.45,19.35,20.3,22864780
2003-10-27 00:00:00+05:30,20.25,20.25,19.35,19.4,16446016
2003-10-28 00:00:00+05:30,19.9,20.15,19.55,19.8,22643740
2003-10-29 00:00:00+05:30,20.1,20.25,19.35,19.9,23245500
2003-10-30 00:00:00+05:30,20.05,20.05,19.65,19.8,13298252
2003-10-31 00:00:00+05:30,19.8,21.3,19.8,21.2,29201308
2003-11-03 00:00:00+05:30,21.3,22.7,21.05,22.5,31444308
2003-11-04 00:00:00+05:30,22.8,23.65,22.7,22.95,37508436
2003-11-05 00:00:00+05:30,22.9,22.9,21.9,22.4,25253144
2003-11-06 00:00:00+05:30,22.55,23.5,22.45,22.9,33608112
2003-11-07 00:00:00+05:30,23.05,23.35,22.4,22.55,16654616
2003-11-10 00:00:00+05:30,22.75,22.75,21.75,22.4,10572048
2003-11-11 00:00:00+05:30,22.15,23.1,22.0,22.7,24430544
2003-11-12 00:00:00+05:30,23.05,23.3,22.5,23.05,25273424
2003-11-13 00:00:00+05:30,23.35,23.6,22.25,22.5,28793308
2003-11-14 00:00:00+05:30,22.35,22.6,22.0,22.35,27347224
2003-11-17 00:00:00+05:30,22.55,22.95,22.15,22.8,18296296
2003-11-18 00:00:00+05:30,22.9,23.05,22.2,22.3,22151540
2003-11-19 00:00:00+05:30,22.2,22.65,21.7,22.3,29979748
2003-11-20 00:00:00+05:30,22.85,22.85,22.05,22.15,20735020
2003-11-21 00:00:00+05:30,22.15,23.15,22.0,22.8,22523140
2003-11-24 00:00:00+05:30,23.05,23.05,22.45,22.8,22063940
2003-11-25 00:00:00+05:30,23.1,23.3,22.75,22.9,22887820
2003-11-27 00:00:00+05:30,23.05,24.25,22.85,23.95,45862124
2003-11-28 00:00:00+05:30,24.1,24.4,23.8,24.25,27344264
2003-12-01 00:00:00+05:30,24.55,25.7,24.55,25.55,35191392
2003-12-02 00:00:00+05:30,25.9,26.0,24.4,24.7,30313828
2003-12-03 00:00:00+05:30,24.75,25.25,24.3,25.0,24846664
2003-12-04 00:00:00+05:30,25.1,25.1,24.4,24.8,22075460
2003-12-05 00:00:00+05:30,24.65,24.9,23.7,23.8,18167056
2003-12-08 00:00:00+05:30,23.65,24.3,23.45,24.1,25419264
2003-12-09 00:00:00+05:30,24.2,24.55,24.15,24.45,15010452
2003-12-10 00:00:00+05:30,24.3,25.45,24.1,25.15,24422264
2003-12-11 00:00:00+05:30,25.15,25.95,25.1,25.8,28152588
2003-12-12 00:00:00+05:30,25.9,26.1,25.15,25.45,29924948
2003-12-15 00:00:00+05:30,25.7,26.4,25.6,26.3,16715736
2003-12-16 00:00:00+05:30,25.75,26.9,25.75,26.6,28437028
2003-12-17 00:00:00+05:30,26.15,26.4,25.5,26.2,30658708
2003-12-18 00:00:00+05:30,26.15,26.8,26.05,26.55,19414656
2003-12-19 00:00:00+05:30,26.6,27.05,26.4,26.95,20036580
2003-12-22 00:00:00+05:30,26.85,27.0,26.3,26.5,18184176
2003-12-23 00:00:00+05:30,26.35,26.85,26.05,26.15,17658536
2003-12-24 00:00:00+05:30,26.25,27.55,26.1,27.15,22811420
2003-12-26 00:00:00+05:30,27.3,27.55,26.9,27.05,19167776
